customer_id,first_name,last_name,email,phone,gender,date_of_birth,signup_date,state,city,membership_tier,preferred_channel,marketing_opt_in,referral_source,Age,Age_Group,Order_Count,Total_Revenue,Customer_Segment,Revenue_ZScore,Revenue_Outlier,Ticket_Count,Average_Satisfaction
CUST001399,Matthew,Burke,matthew.burke450@hotmail.com,001-930-529-2764x054,M,1966-12-02,2023-09-27,Washington,West Jenniferbury,BRONZE,Online,N,Search Engine,59.0,55+,6.0,10941.49,High-Value Customer,0.8654276905941727,No,0.0,
CUST003490,Antonio,Wright,antonio.wright810@outlook.com,(307)690-4660x05593,M,1957-04-15,2022-12-23,az,East Christophermouth,Gold,In-Store,N,Influencer,69.0,55+,6.0,7808.45,High-Value Customer,0.14840580910888795,No,1.0,4.0
CUST001101,Kathleen,Case,kathleen.case793@yahoo.com,001-547-985-5011,M,1988-07-15,2024-04-06,AZ,Lake Williamville,Silver,Online,0,Email Campaign,38.0,35-44,4.0,3622.5600000000004,Repeat Customer,-0.809569423729007,No,1.0,
CUST005206,Kaitlyn,Jones,kaitlyn.jones27@gmail.com,553.403.3679,F,1977-06-23,2024-10-08,NC,Chaseberg,bronze,In-Store,no,Search Engine,49.0,45-54,3.0,2950.1800000000003,Repeat Customer,-0.9634490973600732,No,1.0,3.0
CUST000207,Eric,Morris,eric.morris816@gmail.com,+1-451-858-3281,F,1944-03-27,2026-02-06,AZ,Tracyshire,SILVER,In-Store,N,,82.0,55+,3.0,6945.85,Repeat Customer,-0.04900727051001453,No,0.0,
CUST005890,John,Wong,john.wong928@yahoo.com,773.282.0264x0765,F,1969-01-11,2024-09-19,New York,West Gregoryberg,Bronze,In-Store,0,Search Engine,57.0,55+,5.0,7914.84,Repeat Customer,0.17275403255040792,No,3.0,4.666666666666667
CUST003113,Melissa,Sharp,melissa.sharp495@hotmail.com,572.549.2921,M,2008-11-20,2024-07-31,Wisconsin,Lewisberg,silver,Online,N,Walk-in,,Unknown,5.0,13525.53,Repeat Customer,1.4568064226350135,No,0.0,
CUST003953,Richard,Watkins,richard.watkins254@hotmail.com,949.852.2499x4989,F,1997-03-06,2023-06-27,NC,Josetown,Bronze,In-Store,1,Search Engine,29.0,25-34,5.0,8774.810000000001,Repeat Customer,0.3695652151145951,No,0.0,
CUST003863,Joshua,Cameron,joshua.cameron282@outlook.com,699-312-0624,Other,1975-12-10,,Tennessee,Deborahberg,BRONZE,In-Store,0,TV Ad,50.0,45-54,6.0,10236.65,High-Value Customer,0.7041192799303803,No,1.0,4.0
CUST003589,George,Bryant,george.bryant298@outlook.com,398.682.3916x27049,M,1982-10-08,2024-04-12,WI,Colemanmouth,silver,Online,no,Walk-in,43.0,35-44,6.0,9569.1,High-Value Customer,0.5513449913845905,No,2.0,4.5
CUST004835,Marvin,Vaughn,marvin.vaughn538@gmail.com,+1-343-512-9543,Other,2009-05-29,,MO,West Kristy,gold,In-Store,0,Email Campaign,,Unknown,2.0,1105.6,Repeat Customer,-1.385596348001663,No,1.0,3.0
CUST001553,Justin,Hall,justin.hall562@gmail.com,259.983.9859,M,1994-06-23,2025-07-04,WA,Lake Peterview,GOLD,Mobile App,Y,Search Engine,32.0,25-34,4.0,7040.9800000000005,Repeat Customer,-0.027235990352182132,No,0.0,
CUST003330,Todd,Miller,todd.miller586@hotmail.com,(524)970-3213,F,2000-07-14,2025-04-23,GA,West Patrickburgh,silver,Online,Y,,26.0,25-34,3.0,3755.98,Repeat Customer,-0.7790351632574629,No,0.0,
CUST005022,Jessica,Robertson,jessica.robertson490@yahoo.com,685.809.8181,F,1943-07-18,2022-03-28,North Carolina,West Sarashire,silver,In-Store,no,Search Engine,83.0,55+,6.0,8462.4,High-Value Customer,0.29806762619303045,No,1.0,4.0
CUST004284,Chad,Reed,chad.reed690@gmail.com,685-686-8587x3257,M,1977-02-10,2024-04-05,NC,South Mark,SILVER,Online,Y,Influencer,49.0,45-54,3.0,1783.87,Repeat Customer,-1.2303686995978687,No,1.0,4.0
CUST002828,Donna,Flores,,,F,1968-04-21,2023-03-10,WA,Rachelview,Bronze,Online,,,58.0,55+,4.0,10011.23,Repeat Customer,0.6525300654535741,No,0.0,
CUST000826,Maria,Scott,maria.scott892@yahoo.com,211-597-8718,F,1962-09-24,2024-10-19,PA,Chandlerberg,Gold,In-Store,1,,63.0,55+,5.0,8921.509999999998,Repeat Customer,0.4031387124251591,No,0.0,
CUST004682,Alex,Macias,alex.macias719@outlook.com,001-968-814-6910,F,1996-01-09,2025-06-02,Arizona,Port Bryanville,gold,In-Store,yes,Social Media,30.0,25-34,3.0,2700.8500000000004,Repeat Customer,-1.0205103112962903,No,0.0,
CUST005432,Matthew,Meyers,matthew.meyers697@outlook.com,818-719-3310x43474,M,1995-04-02,2021-01-01,fl,Henryland,bronze,Online,N,,31.0,25-34,5.0,4028.04,Repeat Customer,-0.7167720025327716,No,1.0,2.0
CUST003058,Darren,Evans,darren.evans628@hotmail.com,(216)734-8443,F,1975-02-01,2022-11-06,New Jersey,Medinachester,BRONZE,In-Store,N,TV Ad,51.0,45-54,6.0,10740.210000000001,High-Value Customer,0.819363112961791,No,1.0,4.0
CUST005792,Bethany,Perez,bethany.perez786@hotmail.com,001-445-738-7471x5589,M,2008-02-06,2026-01-22,NY,Hoganland,Gold,Online,,,18.0,18-24,6.0,11828.4,High-Value Customer,1.06840431295077,No,2.0,
CUST000776,Ryan,Briggs,ryan.briggs561@outlook.com,437-776-9366x3439,M,1951-06-17,2023-06-05,WI,West Sharonville,Silver,In-Store,Y,Friend Referral,75.0,55+,2.0,5736.42,Repeat Customer,-0.325795238146798,No,2.0,1.0
CUST000878,James,Ramirez,james.ramirez940@yahoo.com,001-367-413-9719,M,2001-06-04,2023-08-26,ARIZONA,New Madelinetown,BRONZE,In-Store,1,Search Engine,25.0,25-34,10.0,12120.380000000001,High-Value Customer,1.1352263289339923,No,1.0,5.0
CUST002809,Tanner,Alvarado,tanner.alvarado341@yahoo.com,845-947-5971x1315,F,1972-03-18,2021-01-05,nj,Deckerburgh,BRONZE,In-Store,0,Search Engine,54.0,45-54,4.0,9255.6,Repeat Customer,0.47959794702970293,No,1.0,
CUST000869,Nicholas,Smith,nicholas.smith914@hotmail.com,001-487-450-8276x817,F,1946-12-19,,NY,Tracyborough,SILVER,Mobile App,yes,TV Ad,79.0,55+,6.0,5342.99,High-Value Customer,-0.41583491808473555,No,1.0,4.0
CUST005515,Aaron,Conrad,aaron.conrad971@outlook.com,836.210.1801x9622,F,1958-02-19,2024-07-16,IL,Amybury,bronze,Online,N,TV Ad,68.0,55+,6.0,12062.67,High-Value Customer,1.1220189224596042,No,1.0,4.0
CUST004331,Dustin,Lee,dustin.lee266@hotmail.com,345.764.8671,M,1945-01-30,2021-12-29,NY,South Corey,bronze,In-Store,0,,81.0,55+,4.0,5054.5599999999995,Repeat Customer,-0.4818444874731892,No,2.0,3.0
CUST002869,Dustin,Guzman,dustin.guzman877@yahoo.com,001-729-778-6715x429,M,1970-07-02,2022-04-19,MI,West Kathleen,SILVER,In-Store,,Walk-in,56.0,55+,3.0,3246.5,Repeat Customer,-0.8956338368074728,No,0.0,
CUST005182,Manuel,Myers,manuel.myers957@outlook.com,978.386.8671,Other,1943-05-16,2023-06-19,CA,Longmouth,platinum,Mobile App,0,Walk-in,83.0,55+,5.0,5868.65,Repeat Customer,-0.2955333189281481,No,1.0,3.0
CUST000427,James,Myers,james.myers801@yahoo.com,+1-341-821-8209x7023,M,1978-02-02,2021-10-08,OH,West Ashleymouth,Silver,In-Store,yes,Social Media,48.0,45-54,4.0,13321.13,Repeat Customer,1.4100278074320178,No,1.0,5.0
CUST000462,Heather,Davis,heather.davis662@gmail.com,951-382-6068,M,1982-03-06,2022-11-28,Missouri,Evansberg,Gold,Mobile App,,Email Campaign,44.0,35-44,5.0,10959.78,Repeat Customer,0.8696135069936973,No,3.0,5.0
CUST003984,Vanessa,Thomas,vanessa.thomas392@yahoo.com,676.880.7981x05131,F,1975-06-22,2021-07-18,VA,South Michael,gold,In-Store,1,,51.0,45-54,2.0,2125.69,Repeat Customer,-1.152140391140492,No,0.0,
CUST005098,Anna,Gonzales,anna.gonzales83@gmail.com,+1-358-421-0626,F,1999-03-20,,NORTH CAROLINA,East Lydia,silver,In-Store,N,,27.0,25-34,6.0,11555.369999999999,High-Value Customer,1.0059191597762407,No,2.0,4.0
CUST004257,Jane,Olsen,jane.olsen611@outlook.com,+1-229-928-5034x1359,M,1942-06-03,,Virginia,North Jennifer,bronze,In-Store,,TV Ad,84.0,55+,9.0,14148.29,High-Value Customer,1.5993301525949808,No,0.0,
CUST003977,Troy,Morris,troy.morris70@hotmail.com,,Other,1979-05-25,2021-08-31,AZ,Nicholsland,Silver,Online,,,47.0,45-54,4.0,3863.6800000000003,Repeat Customer,-0.7543871355795636,No,0.0,
CUST003748,Glenn,Jackson,glenn.jackson458@yahoo.com,001-433-500-0429x56030,M,1955-07-08,2022-05-17,Massachusetts,East David,Platinum,Online,Y,Influencer,71.0,55+,5.0,8986.92,Repeat Customer,0.41810832700650935,No,1.0,4.0
CUST004462,Richard,Wilson,richard.wilson269@gmail.com,(330)390-1573x04523,F,1996-08-17,2025-03-01,tx,East Hollymouth,BRONZE,Mobile App,1,Influencer,30.0,25-34,5.0,7319.2300000000005,Repeat Customer,0.03644380260395009,No,1.0,4.0
CUST003130,Samantha,Ball,samantha.ball266@gmail.com,499-369-9465,M,1951-02-19,2024-02-27,Massachusetts,South James,GOLD,Mobile App,yes,,75.0,55+,6.0,8139.469999999999,High-Value Customer,0.22416244905260352,No,1.0,4.0
CUST002104,Richard,Walker,richard.walker438@gmail.com,+1-623-746-6521x746,M,1997-02-21,2026-02-25,Illinois,Coreymouth,Silver,Online,no,Walk-in,29.0,25-34,4.0,4066.17,Repeat Customer,-0.7080456395303734,No,1.0,5.0
CUST001479,David,Ruiz,david.ruiz146@yahoo.com,4916657376,F,2001-03-01,2026-04-08,Washington,Lake Brendanport,SILVER,Online,yes,Influencer,25.0,25-34,6.0,6912.049999999999,High-Value Customer,-0.056742677524991486,No,1.0,2.0
CUST002295,Jacob,Velasquez,jacob.velasquez799@yahoo.com,727.376.0639,F,1978-10-17,2026-05-08,TX,Parkfort,BRONZE,In-Store,Y,,47.0,45-54,2.0,4903.75,Repeat Customer,-0.5163585919681192,No,0.0,
CUST005553,Allen,Decker,allen.decker309@outlook.com,+1-545-958-2753x262,F,1955-06-02,,fl,Gregoryshire,bronze,Mobile App,0,,71.0,55+,3.0,2756.85,Repeat Customer,-1.007694252336566,No,0.0,
CUST005731,Amber,Mason,amber.mason946@yahoo.com,(433)345-3750,M,1943-05-30,2024-09-23,pa,East Christian,BRONZE,Online,no,,83.0,55+,12.0,16982.07,High-Value Customer,2.247863930432279,No,0.0,
CUST004321,Timothy,Garcia,timothy.garcia549@outlook.com,444.615.1361,M,1961-10-31,2020-09-11,NY,Seanfurt,bronze,Mobile App,1,Email Campaign,64.0,55+,7.0,3979.09,High-Value Customer,-0.7279746112127453,No,0.0,
CUST005315,Elizabeth,Garcia,elizabeth.garcia824@gmail.com,484-805-9914x709,F,1999-10-20,2024-07-15,Ohio,West Jeffery,Bronze,In-Store,0,Walk-in,26.0,25-34,7.0,12471.279999999999,High-Value Customer,1.2155326698084097,No,3.0,3.6666666666666665
CUST006016,Anthony,Elliott,ANTHONY.ELLIOTT607@GMAIL.COM,660-532-5039,Other,1968-06-22,2021-06-19,Michigan,Lake Thomasborough,Silver,Online,0,Social Media,58.0,55+,3.0,5241.08,Repeat Customer,-0.43915785680947744,No,0.0,
CUST003811,Jacob,Riggs,jacob.riggs110@hotmail.com,345-707-6547x889,M,1969-06-09,2022-10-24,Pennsylvania,Lake Jonathan,Bronze,In-Store,yes,Social Media,57.0,55+,2.0,3945.7,Repeat Customer,-0.7356161863674813,No,2.0,4.5
CUST000544,Brenda,Miller,brenda.miller33@hotmail.com,(661)444-9429x65923,F,1955-12-30,2023-06-05,Tennessee,Johnfurt,silver,Mobile App,1,Social Media,70.0,55+,3.0,3522.33,Repeat Customer,-0.8325078806849572,No,1.0,
CUST001656,Bradley,Weiss,bradley.weiss938@yahoo.com,8234089964,M,1976-03-29,2024-04-10,New York,South Ericmouth,GOLD,In-Store,N,,50.0,45-54,4.0,4369.45,Repeat Customer,-0.6386375259356356,No,0.0,
CUST000470,Douglas,Bradley,douglas.bradley229@hotmail.com,+1-696-372-7578x44683,F,1959-05-23,2026-01-07,WASHINGTON,Jasminebury,BRONZE,In-Store,no,,67.0,55+,7.0,10277.359999999999,High-Value Customer,0.7134360970777085,No,1.0,5.0
CUST001020,Stephanie,Thompson,stephanie.thompson104@hotmail.com,(286)887-6401x91854,M,1946-01-05,2025-01-12,Washington,Lake Nathanberg,Silver,Mobile App,,,80.0,55+,2.0,3193.96,Repeat Customer,-0.907658046410043,No,2.0,5.0
CUST002453,Kayla,Holmes,kayla.holmes579@yahoo.com,001-697-238-5442,F,1959-09-04,,TN,Jeffreyberg,bronze,Online,Y,Social Media,67.0,55+,7.0,8311.2,High-Value Customer,0.26346426700177394,No,1.0,3.0
CUST000274,Kelly,Sanders,kelly.sanders578@yahoo.com,+1-408-827-7181x298,M,1961-12-29,2025-06-28,Virginia,Jacksonport,silver,In-Store,Y,Social Media,64.0,55+,5.0,12244.94,Repeat Customer,1.1637329057915513,No,0.0,
CUST000846,James,Moon,james.moon146@hotmail.com,+1-911-992-0613x63852,M,1968-10-07,2023-05-24,CA,South Alexburgh,BRONZE,Online,1,Email Campaign,57.0,55+,9.0,16895.78,High-Value Customer,2.228115756724517,No,0.0,
CUST003171,William,Collins,william.collins880@gmail.com,818.584.9741,F,1961-06-01,2023-07-20,Massachusetts,Allenton,PLATINUM,In-Store,Y,Influencer,65.0,55+,5.0,4971.82,Repeat Customer,-0.5007802145861825,No,0.0,
CUST002281,Jacob,Young,jacob.young503@gmail.com,5137184341,Other,1993-02-16,2023-03-30,Massachusetts,South John,Silver,In-Store,Y,Walk-in,33.0,25-34,8.0,16062.59,High-Value Customer,2.0374333966414278,No,0.0,
CUST001210,Vickie,Jackson,vickie.jackson534@yahoo.com,386-482-4051x66545,M,1973-08-05,2022-04-09,il,North Paulmouth,bronze,Mobile App,N,Search Engine,53.0,45-54,7.0,12527.970000000001,High-Value Customer,1.2285066409231744,No,1.0,5.0
CUST004652,Amber,Morales,amber.morales868@outlook.com,316.523.0248x298,Other,1991-07-16,2025-09-11,AZ,Lake Danielmouth,bronze,Online,0,Walk-in,35.0,35-44,3.0,5352.01,Repeat Customer,-0.4137706171594369,No,1.0,
CUST003619,Shirley,Cook,shirley.cook956@hotmail.com,(973)200-6364,M,1965-03-05,2023-01-23,NC,Richardberg,BRONZE,Online,no,Social Media,61.0,55+,6.0,7165.76,High-Value Customer,0.0013209353084330053,No,0.0,
CUST003320,Joseph,Pope,joseph.pope566@yahoo.com,001-986-383-5473x745,M,1959-02-04,2022-01-11,MA,Grossside,Bronze,Mobile App,N,,67.0,55+,5.0,7193.7,Repeat Customer,0.007715233296552713,No,1.0,4.0
CUST000967,Patrick,Graves,patrick.graves999@outlook.com,594-844-0766x3493,M,2005-10-06,2021-02-28,WA,Coxton,Gold,In-Store,Y,,20.0,18-24,4.0,4887.12,Repeat Customer,-0.520164503762766,No,2.0,3.5
CUST005978,Dennis,Yu,dennis.yu320@hotmail.com,817-370-5913,F,1962-07-29,2021-09-03,Michigan,Danielview,silver,Mobile App,N,TV Ad,64.0,55+,5.0,6911.959999999999,Repeat Customer,-0.05676327476260536,No,1.0,
CUST002121,Gary,Kirby,gary.kirby964@yahoo.com,6533558823,F,1962-08-06,2020-11-08,Illinois,Khantown,silver,Mobile App,yes,Walk-in,64.0,55+,0.0,0.0,No Orders,-1.6386219691779427,No,0.0,
CUST001509,Melanie,Gray,melanie.gray916@gmail.com,,Other,1986-09-20,2024-02-29,Maryland,Jessicachester,platinum,Online,,,39.0,35-44,0.0,0.0,No Orders,-1.6386219691779427,No,2.0,4.0
CUST003388,Debbie,Brown,debbie.brown704@hotmail.com,720-849-5492x8767,M,2005-07-30,,MD,Kimberlyside,Bronze,In-Store,yes,Social Media,21.0,18-24,4.0,4341.29,Repeat Customer,-0.6450821727268115,No,1.0,4.0
CUST003161,Madison,Morgan,madison.morgan416@hotmail.com,001-381-276-8353x24781,F,1975-08-20,2023-07-24,Florida,Riverahaven,Bronze,In-Store,Y,Email Campaign,51.0,45-54,4.0,9474.6,Repeat Customer,0.529717891890055,No,0.0,
CUST000665,Heather,Osborn,heather.osborn512@hotmail.com,+1-832-989-6340x646,F,1952-05-07,2021-08-06,MO,Lake Cynthia,Platinum,Online,Y,TV Ad,74.0,55+,0.0,0.0,No Orders,-1.6386219691779427,No,1.0,4.0
CUST002598,Emily,Hawkins,emily.hawkins346@hotmail.com,001-525-346-5476,F,2005-12-17,2024-08-11,WA,Port Wendy,Gold,Mobile App,1,Social Media,20.0,18-24,3.0,7115.68,Repeat Customer,-0.01014028313269223,No,0.0,
CUST003687,Claudia,Perkins,claudia.perkins993@gmail.com,619-984-6563x16032,F,1962-10-15,2025-11-09,Washington,Websterchester,Platinum,Mobile App,no,Search Engine,63.0,55+,3.0,5307.85,Repeat Customer,-0.4238769950819627,No,0.0,
CUST002490,Tammy,Johnson,tammy.johnson571@gmail.com,+1-379-398-7256x964,M,1986-12-01,2023-02-28,Washington,Annafurt,Silver,Mobile App,N,,39.0,35-44,4.0,7685.4400000000005,Repeat Customer,0.1202539624546785,No,0.0,
CUST001552,Thomas,Crawford,thomas.crawford423@outlook.com,844.741.0769x262,F,1960-08-05,2024-01-24,Virginia,Kimberlymouth,GOLD,In-Store,yes,Social Media,66.0,55+,4.0,8591.28,Repeat Customer,0.3275628704560543,No,2.0,3.5
CUST002739,Amy,Dunn,amy.dunn42@hotmail.com,(980)297-0209,F,1952-04-04,2022-06-16,TN,Priceview,Silver,Online,Y,Social Media,74.0,55+,4.0,3449.9100000000003,Repeat Customer,-0.8490817912182297,No,2.0,4.0
CUST003941,Larry,Peterson,larry.peterson915@outlook.com,(916)359-8115,Other,1994-06-24,2021-10-09,MA,Collinsberg,BRONZE,Online,Y,,32.0,25-34,7.0,7238.9,High-Value Customer,0.018059623742616198,No,2.0,4.0
CUST000092,Marcia,Johnson,marcia.johnson193@outlook.com,(490)978-4473x64710,Other,1943-11-10,2024-05-28,MA,Debrashire,SILVER,Online,no,Social Media,82.0,55+,3.0,4088.91,Repeat Customer,-0.7028414041599423,No,0.0,
CUST002371,Diane,Archer,diane.archer964@outlook.com,497-743-5752,M,1998-08-26,2023-12-02,Virginia,West Stephentown,Gold,In-Store,1,Email Campaign,28.0,25-34,0.0,0.0,No Orders,-1.6386219691779427,No,0.0,
CUST002767,Mariah,Turner,mariah.turner801@gmail.com,289.342.5963x490,M,1957-01-22,2022-04-08,MA,Kyleshire,BRONZE,In-Store,1,,69.0,55+,6.0,10740.58,High-Value Customer,0.8194477904942032,No,2.0,4.0
CUST002249,Angelica,Khan,angelica.khan910@hotmail.com,+1-494-351-0683x829,Other,1967-01-01,2026-01-02,WI,Hudsonborough,SILVER,Online,1,TV Ad,59.0,55+,0.0,0.0,No Orders,-1.6386219691779427,No,0.0,
CUST004063,Alison,Moore,alison.moore361@hotmail.com,,F,1962-07-21,2025-09-15,Washington,Hunthaven,silver,Online,,,64.0,55+,5.0,7926.59,Repeat Customer,0.17544311634999302,No,1.0,5.0
CUST003211,Shawna,Pruitt,shawna.pruitt752@outlook.com,001-345-231-9651x644,Other,1951-11-20,,TN,New Sydney,bronze,In-Store,0,Walk-in,74.0,55+,6.0,8974.66,High-Value Customer,0.4153025255271124,No,2.0,3.5
CUST003494,Kevin,Beltran,kevin.beltran134@hotmail.com,(381)959-1567x40794,M,1969-10-13,2021-03-25,va,Nancyhaven,bronze,Online,Y,Social Media,56.0,55+,4.0,7447.09,Repeat Customer,0.06570561150735006,No,1.0,5.0
CUST001771,Robert,Martin,robert.martin622@yahoo.com,(592)623-9407x1734,M,2004-07-07,2026-04-09,FL,West Jenna,Bronze,Online,N,,22.0,18-24,4.0,8203.21,Repeat Customer,0.2387498704471187,No,1.0,5.0
CUST000009,Allison,Obrien,allison.obrien33@outlook.com,+1-557-287-1331x50983,F,2008-03-06,2026-01-29,Texas,Lake Larry,Bronze,Online,N,TV Ad,18.0,18-24,3.0,4083.7299999999996,Repeat Customer,-0.704026889613717,No,0.0,
CUST005430,Benjamin,Koch,benjamin.koch697@outlook.com,552.363.5325x65899,F,1950-03-03,2024-07-20,North Carolina,Reevesbury,PLATINUM,Online,N,,76.0,55+,2.0,8566.869999999999,Repeat Customer,0.3219764418987882,No,0.0,
CUST003838,Laura,Collins,laura.collins812@hotmail.com,(542)558-4658,F,1985-11-24,2025-12-23,MD,Port Cynthiaport,BRONZE,In-Store,no,,40.0,35-44,8.0,14563.9,High-Value Customer,1.6944459073137519,No,1.0,
CUST003287,Kelly,Colon,kelly.colon265@outlook.com,001-358-599-3219,Other,1984-10-22,2024-05-04,AZ,Osbornhaven,SILVER,In-Store,N,Walk-in,41.0,35-44,12.0,21535.1,High-Value Customer,3.2898621612429118,Yes,0.0,
CUST002658,Stephen,Hayden,stephen.hayden17@gmail.com,895.810.8327,M,1999-08-29,2023-02-05,VA,South Briannaburgh,SILVER,Online,N,TV Ad,27.0,25-34,4.0,6002.9400000000005,Repeat Customer,-0.2647999518263366,No,1.0,4.0
CUST001686,Jessica,Mills,jessica.mills560@hotmail.com,959-892-7943,F,1947-02-20,,mo,Brownberg,bronze,Mobile App,1,,79.0,55+,4.0,9320.91,Repeat Customer,0.4945446757914818,No,0.0,
CUST004691,Christina,Kennedy,christina.kennedy689@outlook.com,+1-601-496-2231,M,1992-12-28,2022-12-30,MO,Morenohaven,BRONZE,In-Store,N,,33.0,25-34,3.0,3275.99,Repeat Customer,-0.8888848086160035,No,2.0,5.0
CUST003394,Kimberly,Gomez,kimberly.gomez694@hotmail.com,384.337.1171x856,F,2004-04-08,2025-10-18,Missouri,West Kimberly,gold,In-Store,,TV Ad,22.0,18-24,3.0,6783.639999999999,Repeat Customer,-0.08613035843603166,No,2.0,4.0
CUST002089,Sheila,Hernandez,sheila.hernandez309@outlook.com,+1-525-340-1493x84754,M,1995-08-08,2021-11-17,az,New Shawn,Gold,In-Store,Y,,31.0,25-34,5.0,4884.33,Repeat Customer,-0.5208030181287951,No,0.0,
CUST001046,James,Moreno,james.moreno419@outlook.com,+1-426-908-7882x815,Other,1970-03-02,2025-10-04,NC,Lake Jameshaven,Bronze,Online,Y,TV Ad,56.0,55+,4.0,7811.33,Repeat Customer,0.14906492071253097,No,0.0,
CUST003124,Amy,Knight,amy.knight941@outlook.com,(240)850-0451,F,1969-10-07,2024-10-16,Tennessee,Marystad,Bronze,Online,0,,56.0,55+,6.0,7709.74,High-Value Customer,0.12581521661041603,No,1.0,4.0
CUST001288,Jessica,Massey,jessica.massey790@outlook.com,791.217.7666,F,1971-10-02,2025-03-24,va,New Kennethstad,Silver,Mobile App,,,54.0,45-54,7.0,6668.08,High-Value Customer,-0.11257721153220634,No,0.0,
CUST001263,Evan,Cantu,evan.cantu135@outlook.com,+1-874-952-7193,F,1979-07-28,2024-06-26,WA,Christopherberg,Gold,Online,N,Walk-in,47.0,45-54,3.0,4042.73,Repeat Customer,-0.713410075637801,No,0.0,
CUST000217,Rebecca,Arnold,rebecca.arnold952@yahoo.com,(263)594-2788x165,M,1978-09-19,,CALIFORNIA,Valdezberg,BRONZE,Mobile App,no,Email Campaign,47.0,45-54,6.0,7339.64,High-Value Customer,0.041114798378378295,No,1.0,5.0
CUST001793,Teresa,Brown,teresa.brown803@outlook.com,(414)299-9703,Other,1985-01-30,2023-05-31,Michigan,Mayborough,silver,Mobile App,N,Friend Referral,41.0,35-44,4.0,4450.33,Repeat Customer,-0.6201274750666618,No,0.0,
CUST001736,Rebecca,Perez,rebecca.perez203@yahoo.com,+1-713-786-7485x78304,M,1955-03-22,2023-07-03,oh,Brianfurt,Bronze,In-Store,no,,71.0,55+,2.0,2914.6499999999996,Repeat Customer,-0.9715804290536273,No,0.0,
CUST002234,Daniel,Acosta,daniel.acosta656@yahoo.com,+1-704-364-4940x581,M,1990-04-26,2022-11-22,GEORGIA,North Joshuamouth,SILVER,Mobile App,no,Friend Referral,36.0,35-44,5.0,7652.81,Repeat Customer,0.11278631952868173,No,0.0,
CUST003003,Angela,Smith,angela.smith615@hotmail.com,958-845-8402x227,F,1973-06-21,2021-06-14,Arizona,Port Margaretside,Gold,In-Store,N,Search Engine,53.0,45-54,6.0,8017.49,High-Value Customer,0.19624632633997466,No,1.0,5.0
CUST001809,Alexander,Garcia,alexander.garcia460@yahoo.com,(622)414-4267x353,M,1992-04-07,2024-06-15,TX,North Kristen,SILVER,Mobile App,Y,Friend Referral,34.0,25-34,4.0,3525.51,Repeat Customer,-0.8317801116226013,No,0.0,
CUST005234,Alexis,Young,alexis.young822@gmail.com,825-374-1922x91534,F,2002-06-09,2024-02-20,GA,West Dawnville,Silver,Mobile App,1,Search Engine,24.0,18-24,3.0,6579.15,Repeat Customer,-0.1329295708766407,No,3.0,3.6666666666666665
CUST005516,Emily,Brady,emily.brady677@outlook.com,766.474.9513x498,M,1946-08-23,2024-01-20,NJ,Danielchester,silver,In-Store,N,Walk-in,80.0,55+,8.0,10789.14,High-Value Customer,0.8305611444778501,No,1.0,2.0
CUST005734,Eric,Riley,eric.riley794@yahoo.com,546.987.3756x16814,M,1965-06-23,2020-10-05,md,Port Cindychester,SILVER,Mobile App,0,Friend Referral,61.0,55+,4.0,6075.3099999999995,Repeat Customer,-0.24823748420284975,No,2.0,3.5
CUST004262,Heather,Trevino,heather.trevino74@hotmail.com,(533)491-8075x76449,M,1941-10-29,2023-04-11,Maryland,North Tiffanystad,BRONZE,Online,Y,Social Media,84.0,55+,5.0,6782.11,Repeat Customer,-0.08648051147546694,No,0.0,
CUST004256,Eric,Richardson,eric.richardson289@outlook.com,360-559-2338x92516,Other,2010-05-24,2024-11-29,GA,Gabriellastad,bronze,In-Store,N,,,Unknown,4.0,6945.88,Repeat Customer,-0.04900040476414331,No,1.0,
CUST005918,Scott,Berry,scott.berry480@hotmail.com,(944)899-5967,M,1984-02-15,2022-12-31,MA,Port Keith,platinum,Mobile App,Y,Email Campaign,42.0,35-44,4.0,3898.3900000000003,Repeat Customer,-0.7464434676064914,No,3.0,3.6666666666666665
CUST001359,Hailey,Lowe,hailey.lowe487@hotmail.com,(912)366-7830x5573,M,1975-09-16,2025-01-14,MD,Allenstad,Silver,In-Store,Y,Friend Referral,50.0,45-54,4.0,3035.81,Repeat Customer,-0.9438519700614798,No,1.0,3.0
CUST005039,Jane,Gilbert,jane.gilbert627@yahoo.com,(679)331-6632,F,1944-10-28,2021-11-22,Ohio,East Joshua,BRONZE,Online,Y,,81.0,55+,5.0,3056.35,Repeat Customer,-0.9391512227216096,No,1.0,5.0
CUST002780,Nicole,Gibson,nicole.gibson403@outlook.com,001-342-669-1548x978,F,1990-05-01,2022-07-11,PA,Baldwinshire,BRONZE,Online,N,TV Ad,36.0,35-44,0.0,0.0,No Orders,-1.6386219691779427,No,1.0,4.0
CUST003739,Shelley,Diaz,shelley.diaz242@yahoo.com,4057299423,M,1986-05-12,2021-04-21,VA,Bendershire,bronze,In-Store,0,Social Media,40.0,35-44,5.0,10285.74,Repeat Customer,0.7153539287577533,No,0.0,
CUST000499,Christian,Jones,christian.jones894@outlook.com,001-228-447-6570x4120,M,1980-07-08,2025-05-29,GA,Port Ian,Bronze,Online,N,TV Ad,46.0,45-54,5.0,10549.880000000001,Repeat Customer,0.7758045325724265,No,2.0,3.0
