customer_id,first_name,last_name,email,phone,gender,date_of_birth,signup_date,state,city,membership_tier,preferred_channel,marketing_opt_in,referral_source,Age,Age_Group,Order_Count,Total_Revenue,Customer_Segment,Revenue_ZScore,Revenue_Outlier,Ticket_Count,Average_Satisfaction,Satisfaction_Missing
CUST002017,Gregory,Beck,gregory.beck886@hotmail.com,(536)683-1275,Other,1982-07-12,2025-05-22,MO,Grahamburgh,Bronze,Mobile App,Yes,Influencer,44.0,35-44,4.0,4184.95,Repeat Customer,-0.6808618630440144,No,0.0,,1
CUST004860,Charles,Vaughn,charles.vaughn668@gmail.com,(473)560-5171x36445,M,1990-04-19,2025-10-25,Illinois,North Henryfort,Bronze,Online,no,Social Media,36.0,35-44,3.0,7164.24,Repeat Customer,0.0009730708509546,No,2.0,2.5,0
CUST004394,Jacqueline,Preston,jacqueline.preston929@outlook.com,881.979.4632x9514,M,1988-03-31,2020-10-26,Arizona,Kimberlystad,Bronze,Online,Yes,Unknown,38.0,35-44,2.0,2360.88,Repeat Customer,-1.098315232091605,No,0.0,,1
CUST004158,Matthew,Franklin,matthew.franklin785@gmail.com,001-246-949-5665x6602,M,1948-05-06,2023-12-15,MARYLAND,New Ivanview,Bronze,In-Store,No,Unknown,78.0,55+,9.0,13379.0,High-Value Customer,1.4232718312177193,No,1.0,4.0,0
CUST002363,Alicia,Mcfarland,alicia.mcfarland482@yahoo.com,2082059801,Other,1957-05-03,2025-10-14,FL,Robertchester,Bronze,Mobile App,yes,Unknown,69.0,55+,5.0,3691.01,Repeat Customer,-0.7939040802327005,No,2.0,4.0,0
CUST004865,Joy,Stevens,joy.stevens37@outlook.com,001-617-861-4702x7940,M,2004-03-27,2026-05-17,NEW JERSEY,Leblancland,Gold,Online,Yes,Walk-in,22.0,18-24,6.0,11521.12,High-Value Customer,0.9980807665731952,No,0.0,,1
CUST003224,Gina,Rollins,gina.rollins106@yahoo.com,(410)736-7400,M,1960-07-12,2021-03-07,Illinois,New Ashley,Bronze,Mobile App,Yes,TV Ad,66.0,55+,2.0,1608.54,Repeat Customer,-1.2704944070515924,No,0.0,,1
CUST003586,Bernard,Mccarthy,bernard.mccarthy580@outlook.com,843.460.4898x833,Other,1984-05-09,2023-08-25,New Jersey,Aliciachester,Bronze,In-Store,Yes,TV Ad,42.0,35-44,8.0,10430.43,High-Value Customer,0.7484674210949421,No,1.0,5.0,0
CUST000198,Latoya,Richmond,latoya.richmond195@yahoo.com,550-237-5899x75711,F,1985-04-20,2025-11-08,MD,Lake Emily,Silver,Mobile App,no,Unknown,41.0,35-44,8.0,10188.72,High-Value Customer,0.6931501066100301,No,1.0,4.0,0
CUST000171,Donna,Evans,donna.evans341@yahoo.com,5614497310,F,1947-05-23,2022-12-17,MD,Hernandezstad,Bronze,In-Store,No,Friend Referral,79.0,55+,4.0,3798.8,Repeat Customer,-0.7692354553171876,No,1.0,5.0,0
CUST005294,Teresa,Elliott,teresa.elliott462@outlook.com,293.317.5009x56148,F,1959-11-14,2024-04-13,MI,Michealborough,Gold,In-Store,No,Influencer,66.0,55+,2.0,948.53,Repeat Customer,-1.421543104801734,No,2.0,4.0,0
CUST003333,David,Lopez,david.lopez249@gmail.com,(711)282-2241x329,Other,1958-07-02,2025-05-21,Massachusetts,Hillville,Silver,Mobile App,Yes,Social Media,68.0,55+,5.0,5659.91,Repeat Customer,-0.3433051787005219,No,1.0,3.0,0
CUST005639,Tammy,Huynh,tammy.huynh791@gmail.com,(359)440-2161x4370,F,1966-04-19,2025-12-28,New York,New Jessicaport,Silver,Mobile App,No,Search Engine,60.0,55+,3.0,4544.6,Repeat Customer,-0.5985530129571394,No,3.0,4.333333333333333,0
CUST002980,Latasha,Hanson,latasha.hanson419@yahoo.com,3205388707,F,1960-12-21,2022-03-01,NJ,West Lawrenceland,Silver,In-Store,Yes,Friend Referral,65.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,3.0,4.0,0
CUST003784,Richard,Bender,richard.bender481@gmail.com,748.839.7200x66329,M,1994-08-16,2023-05-20,WI,Martineztown,Bronze,In-Store,Yes,Search Engine,32.0,25-34,3.0,9130.11,Repeat Customer,0.4508785320501342,No,1.0,,1
CUST004898,Ann,Wagner,ann.wagner829@gmail.com,807.773.8345x36535,M,1995-11-01,2025-12-31,in,East Kyleport,Gold,Mobile App,No,Social Media,30.0,25-34,4.0,2602.58,Repeat Customer,-1.0430002061886503,No,2.0,5.0,0
CUST001302,Dustin,Howell,dustin.howell658@hotmail.com,+1-201-515-4617x5808,Other,1994-02-15,,Virginia,West Brendan,Gold,In-Store,Yes,Social Media,32.0,25-34,7.0,9432.87,High-Value Customer,0.5201676393831031,No,0.0,,1
CUST005546,Lori,Schmidt,lori.schmidt45@yahoo.com,+1-775-479-0603x20991,F,2007-06-14,2024-02-28,Texas,New Audreyfort,Platinum,Mobile App,Yes,Social Media,19.0,18-24,4.0,5170.11,Repeat Customer,-0.4553999229589714,No,1.0,4.0,0
CUST005459,Heather,Reeves,heather.reeves181@hotmail.com,329-842-2669,M,1985-12-20,2024-07-16,Ohio,West Bonniestad,Bronze,Mobile App,No,Walk-in,40.0,35-44,4.0,1992.53,Repeat Customer,-1.1826151484811516,No,0.0,,1
CUST003170,Amanda,Estrada,amanda.estrada822@hotmail.com,764.306.9580,F,1969-03-27,2020-12-13,az,Jonesville,Bronze,Mobile App,Yes,Unknown,57.0,55+,6.0,8741.12,High-Value Customer,0.3618549825011463,No,2.0,4.5,0
CUST004922,Stephen,Moses,stephen.moses666@yahoo.com,5075057377,F,1950-03-20,2022-03-27,Michigan,North Alice,Bronze,Mobile App,Unknown,Unknown,76.0,55+,6.0,16041.09,High-Value Customer,2.032512945433676,No,1.0,5.0,0
CUST003780,Caitlyn,Olson,caitlyn.olson749@yahoo.com,609-420-0911,Other,1995-08-05,,Massachusetts,New Dustin,Bronze,Online,no,TV Ad,31.0,25-34,0.0,0.0,No Orders,-1.638621969177943,No,1.0,2.0,0
CUST002014,Debra,Sanders,debra.sanders883@hotmail.com,001-653-922-3072,F,1965-04-18,2023-10-01,GEORGIA,Lake Jasmine,Bronze,Online,Yes,Email Campaign,61.0,55+,6.0,6579.59,High-Value Customer,-0.1328288732705284,No,0.0,,1
CUST001492,Patricia,Moran,patricia.moran123@yahoo.com,904-320-5986x85697,F,1957-04-18,2021-06-09,WA,South Ryanland,Gold,Online,Unknown,Search Engine,69.0,55+,6.0,8835.81,High-Value Customer,0.3835255650528663,No,0.0,,1
CUST002629,Jessica,Oneal,jessica.oneal836@gmail.com,916.674.2895x40584,F,1960-05-13,2021-10-30,IN,Port Rebecca,Silver,Mobile App,Yes,Walk-in,66.0,55+,2.0,3388.89,Repeat Customer,-0.8630467183204156,No,0.0,,1
CUST000550,Ryan,Fields,ryan.fields615@hotmail.com,001-883-877-4419x754,F,1953-08-11,2025-06-09,Pennsylvania,East William,Platinum,Mobile App,Unknown,TV Ad,73.0,55+,3.0,5237.34,Repeat Customer,-0.4400137864614304,No,1.0,5.0,0
CUST002033,Stephen,Christensen,stephen.christensen505@gmail.com,+1-930-832-5369x52558,F,1952-08-05,2025-02-21,TEXAS,Peterhaven,Gold,Mobile App,No,Friend Referral,74.0,55+,6.0,11036.259999999998,High-Value Customer,0.8871165818015494,No,0.0,,1
CUST004913,Tony,Blair,tony.blair473@hotmail.com,557.943.3950,F,1998-02-02,2021-11-06,Massachusetts,West Nichole,Gold,Online,No,Unknown,28.0,25-34,4.0,6438.19,Repeat Customer,-0.1651894221438335,No,0.0,,1
CUST005727,Jeffrey,Thompson,jeffrey.thompson786@outlook.com,+1-729-620-6793x8573,F,1958-09-04,2023-05-15,NEW YORK,Kimburgh,Platinum,Online,no,Walk-in,68.0,55+,8.0,10588.28,High-Value Customer,0.7845926872876663,No,0.0,,1
CUST000416,Mark,Garcia,mark.garcia884@yahoo.com,+1-233-779-3375x6362,M,2002-01-01,2025-12-21,VA,Robinsontown,Silver,Mobile App,No,Walk-in,24.0,18-24,9.0,16671.04,High-Value Customer,2.176682165820794,No,0.0,,1
CUST005626,Mark,Shaw,mark.shaw428@hotmail.com,+1-742-507-1031x42106,F,1980-08-03,2026-04-30,MARYLAND,Lake Andrew,Gold,Online,Yes,Walk-in,46.0,45-54,8.0,13108.49,High-Value Customer,1.3613634006963775,No,0.0,,1
CUST001280,Shawn,Martinez,shawn.martinez841@hotmail.com,858-455-7490,F,1948-06-01,2022-08-07,Ohio,Port Raymond,Silver,Mobile App,No,Walk-in,78.0,55+,4.0,5543.400000000001,Repeat Customer,-0.3699694470826205,No,0.0,,1
CUST001093,  Margaret ,Barnett,margaret.barnett160@hotmail.com,001-965-662-2419x768,F,1953-07-03,2023-04-24,Massachusetts,New Philipchester,Bronze,In-Store,No,Social Media,73.0,55+,4.0,7330.139999999999,Repeat Customer,0.038940645519139,No,0.0,,1
CUST004879,David,Hart,david.hart83@gmail.com,872-535-2488x071,F,1945-12-20,,MISSOURI,East David,Gold,Mobile App,No,Email Campaign,80.0,55+,4.0,5533.96,Repeat Customer,-0.3721298684501171,No,0.0,,1
CUST001843,Chad,Cox,chad.cox227@yahoo.com,+1-487-227-5442,M,1960-10-19,2024-04-19,WASHINGTON,Morenoshire,Bronze,Online,No,Search Engine,65.0,55+,5.0,5392.860000000001,Repeat Customer,-0.4044217598647091,No,0.0,,1
CUST000935,Paul,Lopez,paul.lopez439@gmail.com,001-396-926-4222x975,M,1945-11-25,2023-10-29,Missouri,West Christopher,Bronze,Online,No,TV Ad,80.0,55+,4.0,7442.58,Repeat Customer,0.0646734610447007,No,1.0,2.0,0
CUST002353,Andrew,Russell,andrew.russell673@outlook.com,348.870.9295,M,1975-08-29,2021-06-07,Virginia,East Peter,Bronze,Online,Yes,Email Campaign,51.0,45-54,0.0,0.0,No Orders,-1.638621969177943,No,2.0,4.0,0
CUST002428,Alexander,White,,,F,,2026-03-21,New Jersey,Unknown,Bronze,Online,Unknown,Unknown,,Unknown,5.0,4891.62,Repeat Customer,-0.5191346418820739,No,0.0,,1
CUST003707,Katelyn,Campos,katelyn.campos924@gmail.com,+1-343-678-8724x275,F,1961-05-25,2025-10-10,Maryland,Lake Timothy,Platinum,Mobile App,yes,Unknown,65.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,0.0,,1
CUST003342,Luis,Brown,luis.brown733@outlook.com,+1-748-419-0604,M,1963-01-09,2023-03-09,Illinois,East Matthew,Bronze,In-Store,No,Walk-in,63.0,55+,5.0,5781.04,Repeat Customer,-0.315583585454246,No,0.0,,1
CUST000330,Jorge,Lopez,jorge.lopez430@hotmail.com,(778)428-4106x727,M,1980-01-19,2020-11-15,INDIANA,Tiffanyberg,Platinum,Online,Yes,Search Engine,46.0,45-54,5.0,7480.84,Repeat Customer,0.0734295756125413,No,0.0,,1
CUST005508,Amanda,Sandoval,amanda.sandoval141@outlook.com,510-990-9043,Other,1944-02-07,2024-01-15,California,Roseside,Bronze,Online,Yes,Influencer,82.0,55+,5.0,10229.12,Repeat Customer,0.7023959777166889,No,1.0,5.0,0
CUST002200,Anthony,Blair,anthony.blair86@outlook.com,001-261-349-0910,M,1951-01-30,2023-03-01,ARIZONA,Melissaton,Silver,Online,Unknown,Walk-in,75.0,55+,5.0,2877.93,Repeat Customer,-0.9799841020000754,No,2.0,4.0,0
CUST001926,John,Haynes,john.haynes988@outlook.com,9797921645,Other,1970-04-23,,IN,South Connorport,Gold,In-Store,Yes,Search Engine,56.0,55+,5.0,6511.67,Repeat Customer,-0.1483729219231088,No,1.0,3.0,0
CUST003693,Paul,Martinez,paul.martinez734@outlook.com,321.781.6704,Other,1964-02-13,2021-02-02,Illinois,North Robin,Silver,Mobile App,No,Search Engine,62.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,0.0,,1
CUST002129,Ryan,Bean,ryan.bean317@hotmail.com,220-454-0515x5674,Other,1971-12-11,2026-06-23,Massachusetts,Port Jessicaview,Silver,Mobile App,Unknown,Unknown,54.0,45-54,8.0,16222.02,High-Value Customer,2.0739202587833723,No,1.0,,1
CUST001025,Monique,Smith,monique.smith699@yahoo.com,938.805.8269x29900,M,1984-11-25,2022-07-29,MO,West John,Bronze,Online,Unknown,Walk-in,41.0,35-44,11.0,17606.68,High-Value Customer,2.3908110480543088,No,0.0,,1
CUST001043,Angela,Joseph,angela.joseph226@outlook.com,(952)751-6185,Other,1963-02-28,2022-07-25,North Carolina,New Elizabeth,Silver,Online,No,Friend Referral,63.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,1.0,,1
CUST004360,Daniel,Martinez,daniel.martinez799@outlook.com,001-993-888-6848,F,1983-10-02,2022-05-23,WI,Thomasmouth,Platinum,Online,Yes,Search Engine,42.0,35-44,6.0,9185.09,High-Value Customer,0.4634611556502352,No,0.0,,1
CUST001378,Paul,Jones,,,F,,2025-03-19,GEORGIA,Unknown,Bronze,In-Store,Unknown,Unknown,,Unknown,8.0,8657.01,High-Value Customer,0.3426057196600311,No,2.0,3.0,0
CUST002851,Michael,Chan,michael.chan88@hotmail.com,326-443-8470,M,1954-12-27,2026-01-05,Massachusetts,North Austinshire,Platinum,In-Store,Yes,Friend Referral,71.0,55+,2.0,4769.75,Repeat Customer,-0.5470255901931748,No,3.0,3.333333333333333,0
CUST005093,David,Griffin,david.griffin369@outlook.com,3982741826,M,1998-03-29,2024-07-09,GEORGIA,Lake Michaelport,Gold,Online,No,Unknown,28.0,25-34,3.0,1961.29,Repeat Customer,-1.189764678515112,No,2.0,5.0,0
CUST001538,  Martin ,Cohen,martin.cohen253@yahoo.com,001-284-922-6230x036,F,1942-01-15,2026-03-30,Massachusetts,North Williamport,Platinum,In-Store,No,TV Ad,84.0,55+,10.0,12534.72,High-Value Customer,1.2300514337442123,No,0.0,,1
CUST000025,  Linda ,Dominguez,linda.dominguez949@yahoo.com,+1-688-595-7986x87277,Other,1973-03-12,2023-12-02,CALIFORNIA,South Dennismouth,Bronze,Mobile App,no,Email Campaign,53.0,45-54,5.0,6941.56,Repeat Customer,-0.0499890721696079,No,2.0,4.5,0
CUST000686,Rachel,Jimenez,rachel.jimenez594@yahoo.com,(271)781-5352x3736,M,1982-12-02,2026-06-24,Georgia,Sharonside,Gold,Mobile App,Yes,Social Media,43.0,35-44,0.0,0.0,No Orders,-1.638621969177943,No,0.0,,1
CUST000944,Benjamin,Patterson,,,M,,2023-11-11,Missouri,Unknown,Gold,In-Store,Unknown,Unknown,,Unknown,7.0,10583.11,High-Value Customer,0.7834094904158488,No,0.0,,1
CUST000683,Cody,Kelly,cody.kelly140@gmail.com,(233)751-5718x4090,F,1990-03-08,,Maryland,Davisview,Gold,Mobile App,yes,Friend Referral,36.0,35-44,3.0,8310.939999999999,Repeat Customer,0.263404763870889,No,1.0,3.0,0
CUST002117,Mark,Watson,mark.watson738@outlook.com,984-512-3222x320,F,1994-03-22,2020-12-06,Virginia,Richardshire,Bronze,Mobile App,No,Unknown,32.0,25-34,4.0,7333.67,Repeat Customer,0.0397485149499933,No,0.0,,1
CUST003655,Mary,Benjamin,mary.benjamin907@outlook.com,3493506925,M,2009-08-13,2023-07-19,TN,Olsonview,Silver,In-Store,No,Unknown,,Unknown,8.0,12390.18,High-Value Customer,1.19697227013638,No,0.0,,1
CUST000193,Joanna,Davis,joanna.davis790@outlook.com,857-994-1552x16674,F,1993-10-01,2020-12-09,TEXAS,Lake Deborah,Silver,Mobile App,yes,Unknown,32.0,25-34,8.0,9424.41,High-Value Customer,0.5182314990474016,No,0.0,,1
CUST003208,Andrew,Miller,andrew.miller608@gmail.com,001-432-547-0730x81414,Other,1968-10-28,2024-07-05,Texas,Port Marissaland,Bronze,In-Store,Yes,Walk-in,57.0,55+,7.0,14047.31,High-Value Customer,1.5762200519922482,No,1.0,4.0,0
CUST005346,Anna,Alexander,anna.alexander250@outlook.com,589.434.1996x17644,F,1996-05-06,2025-06-05,FL,North Kevinshire,Bronze,In-Store,No,Unknown,30.0,25-34,6.0,6266.34,High-Value Customer,-0.2045187030764886,No,0.0,,1
CUST004719,Sarah,Martin,sarah.martin488@outlook.com,+1-556-258-0905,F,1944-10-03,2024-11-03,wi,New Scottberg,Bronze,In-Store,Unknown,Unknown,81.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,3.0,3.333333333333333,0
CUST004025,Amanda,Smith,amanda.smith649@hotmail.com,001-986-522-0686,Other,1942-06-25,2021-04-14,Pennsylvania,South Maryside,Bronze,Mobile App,Yes,Walk-in,84.0,55+,7.0,10961.0,High-Value Customer,0.8698927139924626,No,3.0,4.5,0
CUST002366,Melinda,Randolph,melinda.randolph174@outlook.com,392-263-8987x4955,M,1987-01-11,2023-01-20,Indiana,Amandabury,Silver,Online,No,Friend Referral,39.0,35-44,7.0,7583.5,High-Value Customer,0.0969241579840652,No,1.0,5.0,0
CUST003800,Gina,Pratt,gina.pratt150@hotmail.com,860.844.7070,F,1985-10-28,2020-11-21,New York,East Melanie,Gold,In-Store,no,Influencer,40.0,35-44,0.0,0.0,No Orders,-1.638621969177943,No,2.0,4.5,0
CUST000624,Diane,Hill,diane.hill245@yahoo.com,8537194979,M,1973-01-17,2025-04-10,WA,Coltonbury,Silver,Mobile App,Unknown,Unknown,53.0,45-54,5.0,8701.97,Repeat Customer,0.3528951841391242,No,1.0,1.0,0
CUST000726,Paul,Walters,paul.walters730@gmail.com,+1-910-239-0339,Other,1968-05-19,2023-08-23,in,Travischester,Bronze,Online,No,Friend Referral,58.0,55+,9.0,11858.16,High-Value Customer,1.075215132855081,No,0.0,,1
CUST001930,Stacy,Davidson,stacy.davidson94@gmail.com,001-878-548-7989,F,1970-10-02,2023-12-23,MI,Angelafurt,Platinum,Online,no,Influencer,55.0,55+,6.0,9407.06,High-Value Customer,0.5142608093518439,No,2.0,3.0,0
CUST001444,Tiffany,Blake,tiffany.blake826@hotmail.com,001-732-355-4411x818,F,1972-04-12,2022-03-18,Tennessee,Nicholasstad,Gold,Online,Yes,TV Ad,54.0,45-54,7.0,9755.32,High-Value Customer,0.5939629645895892,No,0.0,,1
CUST000609,  Annette ,Gutierrez,annette.gutierrez381@hotmail.com,,F,1999-02-22,2022-04-05,tn,East Tiffany,Gold,Online,Unknown,Unknown,27.0,25-34,4.0,8213.16,Repeat Customer,0.2410270094944271,No,3.0,4.333333333333333,0
CUST000585,Stacy,Burton,stacy.burton784@gmail.com,327.927.4231x8306,F,1957-11-21,2024-02-01,Missouri,Lake James,Bronze,Mobile App,yes,Influencer,68.0,55+,12.0,27017.52,High-Value Customer,4.544558910563877,Yes,0.0,,1
CUST003089,Benjamin,Hopkins,benjamin.hopkins328@outlook.com,810.244.9071x1364,F,1997-08-09,2020-10-18,Missouri,New Ashleebury,Platinum,Mobile App,No,Unknown,29.0,25-34,6.0,16101.48,High-Value Customer,2.0463336918725656,No,0.0,,1
CUST005820,Stacy,Anderson,stacy.anderson121@outlook.com,207.574.4208x4444,M,1991-07-19,2025-03-16,NC,Barbarabury,Bronze,In-Store,No,Unknown,35.0,35-44,5.0,7703.280000000001,Repeat Customer,0.1243367926661336,No,0.0,,1
CUST002977,Mary,Mitchell,mary.mitchell347@gmail.com,916-548-6689x8239,M,1985-05-13,2025-07-24,New Jersey,South Michael,Silver,In-Store,yes,Social Media,41.0,35-44,4.0,2982.03,Repeat Customer,-0.95615996382673,No,0.0,,1
CUST003403,Austin,Atkinson,austin.atkinson482@outlook.com,001-871-278-7896x753,Other,1991-05-30,2022-06-01,IN,West Emilytown,Bronze,Mobile App,Unknown,Influencer,35.0,35-44,6.0,9263.48,High-Value Customer,0.4814013496118926,No,0.0,,1
CUST000200,Jason,Summers,jason.summers864@hotmail.com,277-898-2708,F,1954-01-06,2022-08-22,TN,Williamsshire,Bronze,Online,No,Walk-in,72.0,55+,6.0,5270.23,High-Value Customer,-0.4324866404045493,No,4.0,2.6666666666666665,0
CUST003945,James,Buck,james.buck854@yahoo.com,381.805.0898x940,Other,1960-01-02,2024-10-17,IL,East Brian,Silver,Online,Yes,Unknown,66.0,55+,5.0,7259.85,Repeat Customer,0.0228542029427276,No,0.0,,1
CUST006061,Hunter,Jackson,HUNTER.JACKSON483@OUTLOOK.COM,648.327.6769,M,1957-08-12,2021-01-30,Illinois,Cookville,Bronze,Mobile App,Yes,Email Campaign,69.0,55+,8.0,12846.78,High-Value Customer,1.3014689222972786,No,0.0,,1
CUST000579,  Charles ,Mccall,charles.mccall621@yahoo.com,872-729-8120x9957,F,2007-03-03,2025-12-22,WI,Yangchester,Silver,Online,Yes,TV Ad,19.0,18-24,0.0,0.0,No Orders,-1.638621969177943,No,0.0,,1
CUST001563,Jennifer,Bird,jennifer.bird222@yahoo.com,2228209755,Other,1999-02-19,2026-03-11,California,Wushire,Gold,In-Store,no,Walk-in,27.0,25-34,5.0,5408.56,Repeat Customer,-0.400828686192072,No,1.0,3.0,0
CUST000997,Sandra,Gutierrez,sandra.gutierrez176@hotmail.com,001-534-641-4916x9993,F,1971-02-06,2022-05-30,VIRGINIA,Karenport,Platinum,Mobile App,Yes,Email Campaign,55.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,0.0,,1
CUST001667,Kristin,Walker,kristin.walker376@outlook.com,+1-289-710-9619x68045,M,1996-01-10,2025-06-03,MICHIGAN,Carolside,Silver,Mobile App,Yes,Unknown,30.0,25-34,0.0,0.0,No Orders,-1.638621969177943,No,1.0,5.0,0
CUST004834,Christina,Gregory,christina.gregory432@yahoo.com,001-663-688-3486x30188,Other,1948-06-09,2022-04-29,IN,Sullivanview,Silver,In-Store,No,Unknown,78.0,55+,6.0,7383.18,High-Value Customer,0.0510792842195642,No,1.0,2.0,0
CUST003729,Samantha,Bell,samantha.bell591@yahoo.com,(624)589-1360,Other,1946-06-23,2024-05-17,pa,South Brian,Bronze,Mobile App,Yes,Influencer,80.0,55+,3.0,2048.28,Repeat Customer,-1.1698563040703542,No,1.0,4.0,0
CUST001390,Aaron,Carter,aaron.carter33@outlook.com,575.886.7036x5620,F,2005-02-13,2025-09-04,CA,Port Rebecca,Gold,In-Store,Yes,TV Ad,21.0,18-24,4.0,3928.14,Repeat Customer,-0.7396349362841377,No,1.0,1.0,0
CUST001687,Tiffany,Robinson,tiffany.robinson566@outlook.com,(223)695-4807,Other,1949-08-09,2025-12-05,Ohio,East Jasonburgh,Gold,Online,yes,TV Ad,77.0,55+,4.0,5559.8,Repeat Customer,-0.3662161726729869,No,0.0,,1
CUST004806,Dawn,Deleon,dawn.deleon419@yahoo.com,(388)334-6258x041,F,1960-05-04,2025-06-03,VIRGINIA,Washingtonhaven,Silver,Online,No,Email Campaign,66.0,55+,6.0,9217.73,High-Value Customer,0.4709310871581889,No,0.0,,1
CUST004941,Willie,Davis,willie.davis726@yahoo.com,(568)903-6026x51635,M,1944-05-07,2022-07-09,Arizona,Andersonton,Silver,Online,No,Walk-in,82.0,55+,7.0,9873.92,High-Value Customer,0.6211055466007206,No,0.0,,1
CUST004451,Gregory,Bright,gregory.bright42@gmail.com,343.641.8424x3504,M,1989-05-19,2023-02-01,Wisconsin,East Joseberg,Bronze,Mobile App,Unknown,Social Media,37.0,35-44,4.0,4966.93,Repeat Customer,-0.5018993311632012,No,0.0,,1
CUST006072,Tracy,Haley,TRACY.HALEY796@GMAIL.COM,(760)294-0447x5017,M,1998-06-20,2025-07-26,ARIZONA,South Cindyberg,Bronze,Mobile App,No,Walk-in,28.0,25-34,5.0,9667.23,Repeat Customer,0.5738028461295508,No,0.0,,1
CUST002030,Melissa,Dodson,melissa.dodson683@yahoo.com,923-743-3536,M,1964-11-06,2023-05-01,ca,Mooremouth,Bronze,Online,No,Social Media,61.0,55+,6.0,16929.38,High-Value Customer,2.2358053921003527,No,1.0,1.0,0
CUST004787,Justin,Jones,justin.jones277@yahoo.com,789-270-9649x654,F,1968-07-03,2024-10-13,New Jersey,Wrightshire,Bronze,Online,No,Social Media,58.0,55+,4.0,1885.15,Repeat Customer,-1.2071899415364236,No,1.0,5.0,0
CUST005982,David,Hansen,david.hansen484@gmail.com,(518)648-2018x56545,M,1959-06-21,2022-04-28,Texas,New Reginaborough,Silver,Mobile App,Unknown,Unknown,67.0,55+,4.0,5471.799999999999,Repeat Customer,-0.3863556938954117,No,1.0,5.0,0
CUST001055,James,Nunez,james.nunez58@outlook.com,703-782-9742,F,1942-01-27,2025-01-02,Tennessee,New Johnshire,Silver,Online,Yes,Social Media,84.0,55+,5.0,5632.23,Repeat Customer,-0.3496399735577574,No,0.0,,1
CUST005258,Gina,Blake,gina.blake690@gmail.com,527-202-0945x5746,M,1948-03-16,2021-04-08,Wisconsin,Dunnmouth,Silver,Mobile App,no,Walk-in,78.0,55+,5.0,7401.63,Repeat Customer,0.055301717930402,No,0.0,,1
CUST002460,David,Mitchell,david.mitchell269@hotmail.com,222.818.1951x71907,M,1998-12-08,2025-06-08,TN,North Michaelmouth,Bronze,Mobile App,yes,Search Engine,27.0,25-34,5.0,6647.39,Repeat Customer,-0.1173122876014331,No,0.0,,1
CUST000842,Timothy,Walker,timothy.walker893@outlook.com,701-268-3113,Other,1941-02-17,,IN,Burkefurt,Silver,In-Store,yes,Unknown,85.0,55+,9.0,12529.04,High-Value Customer,1.2287515191925829,No,1.0,,1
CUST001054,Sean,Ray,sean.ray88@yahoo.com,235.715.8807,Other,1966-08-09,2021-07-14,nj,Middletonshire,Bronze,Mobile App,no,Friend Referral,60.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,0.0,,1
CUST005640,Mitchell,Watkins,mitchell.watkins562@gmail.com,361.767.4148x3157,M,1966-06-10,2025-08-24,Wisconsin,Lewisland,Bronze,Mobile App,no,Walk-in,60.0,55+,0.0,0.0,No Orders,-1.638621969177943,No,2.0,4.0,0
CUST003462,Dustin,Lowery,dustin.lowery532@hotmail.com,505.571.7159x183,M,1958-05-02,2026-02-18,New York,Wallacestad,Gold,Mobile App,Yes,Unknown,68.0,55+,6.0,8127.0,High-Value Customer,0.2213085873521078,No,1.0,4.0,0
CUST001195,Amber,Sanchez,amber.sanchez554@outlook.com,(867)633-3297x323,M,1941-02-03,2024-05-30,Georgia,East Anthony,Bronze,In-Store,Yes,Walk-in,85.0,55+,5.0,11167.44,Repeat Customer,0.9171381999147046,No,0.0,,1
CUST001847,Sharon,Reed,sharon.reed722@outlook.com,001-883-887-1355,F,1990-03-14,2023-09-20,Ohio,Charlesmouth,Silver,Mobile App,Yes,Search Engine,36.0,35-44,3.0,2766.41,Repeat Customer,-1.0055063679855842,No,0.0,,1
CUST003650,Jeffrey,Howard,jeffrey.howard119@outlook.com,834-590-9342x692,M,1967-12-21,2024-01-21,Massachusetts,Campbellberg,Bronze,In-Store,No,Unknown,58.0,55+,2.0,1977.13,Repeat Customer,-1.186139564695076,No,1.0,3.0,0
CUST000070,Dwayne,Gonzalez,dwayne.gonzalez873@yahoo.com,999.679.9552x717,M,1982-11-04,2025-02-05,Maryland,East Stephaniefort,Gold,Online,Yes,Unknown,43.0,35-44,3.0,1792.64,Repeat Customer,-1.2283616132214974,No,0.0,,1
CUST001530,Sharon,Edwards,sharon.edwards420@hotmail.com,236-886-8111x433,M,2004-03-01,2023-02-01,Texas,Jonathanhaven,Gold,Mobile App,yes,Unknown,22.0,18-24,7.0,12066.77,High-Value Customer,1.1229572410620128,No,1.0,5.0,0
CUST000577,Christopher,Fisher,christopher.fisher122@yahoo.com,2218648712,Other,2009-07-02,2024-01-10,MISSOURI,East Nancy,Bronze,Mobile App,Yes,TV Ad,,Unknown,3.0,3999.66,Repeat Customer,-0.7232669981270036,No,2.0,4.0,0
