customer_id,first_name,last_name,email,phone,gender,date_of_birth,signup_date,state,city,membership_tier,preferred_channel,marketing_opt_in,referral_source
CUST004413,Matthew,Foster,matthew.foster348@hotmail.com,377-369-6939,M,1999-03-27,02/20/2021,Maryland,Whitneyville,BRONZE,Online,no,Influencer
CUST005373,Kayla,Spence,kayla.spence28@gmail.com,(653)612-3415x77501,F,1987-10-01,2023-08-03,NEW JERSEY,Port Samanthamouth,Bronze,Online,N,Influencer
CUST002568,Bryan,Bradford,bryan.bradford265@yahoo.com,459-842-1042x0841,Other,1966-01-10,2023-07-13,MD,West Rhonda,Bronze,In-Store,Y,Email Campaign
CUST001237,Erin,Irwin,erin.irwin248@outlook.com,001-376-783-6759x0177,M,1959-06-25,2024-02-05,WA,North Rachelborough,BRONZE,Online,N,
CUST005834,Joshua,Johnson,joshua.johnson54@outlook.com,001-738-844-5149x318,F,1990-09-30,2025-09-10,NC,East Bethanyfort,gold,Mobile App,no,Email Campaign
CUST004929,Patrick,Lawson,patrick.lawson4@outlook.com,650.577.3095x59771,F,1963-02-08,2020-12-20,IN,North Calvin,Silver,Mobile App,N,Walk-in
CUST004802,Cynthia,Johnson,cynthia.johnson605@outlook.com,4355614949,F,1979-09-24,2023-06-28,tn,East Andrewland,Bronze,Mobile App,N,Walk-in
CUST001079,Brent,Duncan,brent.duncan513@yahoo.com,001-423-353-4848x6470,F,1991-07-03,2023-10-02,MICHIGAN,South Cathy,BRONZE,In-Store,0,
CUST000926,Theresa,Galloway,theresa.galloway519@gmail.com,001-432-488-0983,M,1986-11-04,2023-08-01,Pennsylvania,Moraburgh,Silver,Mobile App,no,Walk-in
CUST002846,Miranda,Walters,miranda.walters128@outlook.com,546-555-4512,F,1973-10-31,2022-05-23,MO,Nolanview,BRONZE,Mobile App,N,
CUST004654,Jennifer,Carroll,jennifer.carroll679@hotmail.com,001-851-845-0854x91248,M,1943-04-18,2026-05-13,md,South Carolside,gold,Mobile App,no,TV Ad
CUST003743,Benjamin,Jones,benjamin.jones542@outlook.com,736-237-5060,M,1945-10-28,2025-02-04,IL,East Jamesfurt,bronze,Mobile App,1,Walk-in
CUST003437,Heather,Ortiz,heather.ortiz375@yahoo.com,988-337-6061,Other,1991-01-07,2023-06-28,CALIFORNIA,Wardhaven,BRONZE,Mobile App,N,TV Ad
CUST001373,Michael,Kramer,michael.kramer641@hotmail.com,+1-399-821-7735,F,1978-05-12,2021-06-18,MO,Robinton,Bronze,Mobile App,no,Social Media
CUST006074,Donald,Ramirez,DONALD.RAMIREZ435@HOTMAIL.COM,996-227-4368x4850,F,1949-06-29,2021-05-17,OH,Robbinshaven,BRONZE,Online,1,
CUST001009,Jennifer,Sampson,jennifer.sampson147@hotmail.com,001-601-972-2240x5076,Other,1949-11-25,2021-05-31,IL,Stephenshire,SILVER,In-Store,Y,TV Ad
CUST005344,Debra,Shields,debra.shields313@yahoo.com,9454335665,M,1958-07-29,2021-03-02,Ohio,West Michael,bronze,In-Store,no,Friend Referral
CUST004398,Frank,Tanner,frank.tanner681@outlook.com,+1-717-792-2939x890,M,1977-12-07,2021-11-13,PA,Lake Kristenshire,GOLD,Mobile App,1,
CUST001956,John,Huff,john.huff809@hotmail.com,792-949-7265,M,1955-04-27,2020-09-30,Arizona,Burnsfort,Bronze,Mobile App,1,TV Ad
CUST003511,Ashley,Lee,ashley.lee370@yahoo.com,567.737.2725x906,F,1945-07-08,2022-01-04,IL,Burnettland,Silver,Online,0,
CUST002688,Renee,Morales,,,F,,2021-11-20,PENNSYLVANIA,,BRONZE,Mobile App,,
CUST002306,Robert,Walker,,,F,,2023-04-06,MA,,platinum,Mobile App,,
CUST001310,Eric,Petersen,eric.petersen793@outlook.com,351-550-2528x546,Other,1953-03-10,2025-01-22,FL,Watkinsbury,PLATINUM,In-Store,,
CUST002563,Curtis,Thomas,curtis.thomas643@hotmail.com,(425)621-2380,F,1973-03-15,2020-09-03,WI,North Danielle,Bronze,Online,0,
CUST002920,Jamie,Ramos,jamie.ramos391@hotmail.com,968-359-5241,M,1967-02-17,2022-01-18,WA,Lake Tonyaville,Silver,Mobile App,0,TV Ad
CUST003543,Julie,Miller,julie.miller577@outlook.com,001-422-665-6799x266,F,2010-08-12,2024-10-26,California,Williamsburgh,bronze,Mobile App,1,Walk-in
CUST004003,William,Fernandez,william.fernandez165@hotmail.com,001-327-346-0011x15663,F,1941-02-17,2023-11-01,North Carolina,New Christopherfort,SILVER,In-Store,Y,Friend Referral
CUST005817,Shawn,Chandler,shawn.chandler337@gmail.com,+1-309-300-0377x3087,M,1950-01-07,2026-02-21,Michigan,South Krystaltown,Bronze,Mobile App,0,
CUST000940,Norma,Rodriguez,norma.rodriguez14@yahoo.com,2539709230,M,1997-10-24,2021-03-05,IN,South Christopher,Bronze,In-Store,1,Email Campaign
CUST004097,Jennifer,Gardner,jennifer.gardner177@gmail.com,347-314-3840,M,1979-03-20,2025-10-09,Illinois,Lake Davidhaven,Silver,Online,1,Influencer
CUST003757,Robert,Diaz,robert.diaz149@gmail.com,472-974-8479,M,1975-01-18,2023-04-19,Maryland,West Donna,Silver,Mobile App,Y,Friend Referral
CUST005976,Timothy,Knight,timothy.knight286@gmail.com,(920)974-2925,M,1986-05-14,2021-05-02,TX,Matthewsberg,Bronze,Online,Y,Search Engine
CUST003343,Jasmine,Dunn,jasmine.dunn977@outlook.com,797-517-2912x6981,Other,1960-07-01,2023-06-07,Wisconsin,West Elizabethchester,Silver,Online,Y,Email Campaign
CUST005958,  Elizabeth ,Foster,elizabeth.foster144@gmail.com,548-230-6217x3922,F,1954-05-25,2023-08-09,ny,New Alanstad,Platinum,In-Store,N,Social Media
CUST000261,Sandra,Cook,sandra.cook855@hotmail.com,+1-460-248-0589x2583,M,2002-04-05,2023-03-15,Maryland,Port Kayleetown,silver,In-Store,0,Walk-in
CUST001136,Richard,Jackson,richard.jackson106@gmail.com,,F,1992-06-13,2022-03-22,VIRGINIA,Martinezshire,Bronze,Mobile App,,
CUST005665,Whitney,Wagner,whitney.wagner1@yahoo.com,(251)745-0209,M,1959-01-11,2026-06-19,NY,New Robinborough,PLATINUM,In-Store,,
CUST002356,Brittany,Jones,brittany.jones638@gmail.com,,M,1966-08-16,05/11/2023,mo,West Gwendolyn,BRONZE,Online,,
CUST005768,Jonathan,Riley,jonathan.riley140@hotmail.com,5574143748,F,1944-11-06,2022-12-24,IL,Bryanmouth,gold,Mobile App,Y,
CUST003803,Catherine,Meyer,catherine.meyer816@gmail.com,+1-643-293-9191x6545,F,1956-05-28,2022-07-10,OH,Port Morganmouth,BRONZE,Online,no,Social Media
CUST001141,Thomas,Graham,thomas.graham729@gmail.com,537-823-4617x62313,F,1949-10-05,2022-04-24,NC,Alexshire,Bronze,Online,N,Search Engine
CUST005826,Sean,Gordon,sean.gordon893@hotmail.com,+1-207-623-1750x40128,M,1986-07-01,2021-05-27,Missouri,Jasonhaven,BRONZE,In-Store,yes,Search Engine
CUST005968,Christian,Grant,christian.grant198@hotmail.com,(459)946-7573x9540,Other,1967-03-30,2025-05-21,FL,New Danielbury,gold,Mobile App,,
CUST000487,Morgan,Williams,morgan.williams988@gmail.com,+1-259-255-1842x6945,Other,2009-04-11,2026-06-07,Texas,New Darren,Gold,Online,,
CUST005891,Jerry,Mcpherson,jerry.mcpherson298@outlook.com,4005234143,M,1977-08-13,2024-10-01,Indiana,Jacksontown,BRONZE,Online,yes,Email Campaign
CUST004509,  Brittany ,Ross,brittany.ross587@outlook.com,910-540-6331x476,F,1983-12-28,2026-03-21,WI,Port Jessicaton,Bronze,Mobile App,Y,Social Media
CUST004476,Shawn,Walker,shawn.walker155@outlook.com,+1-581-502-5078x537,M,1973-07-28,2021-08-28,MI,Davidland,bronze,Online,N,Search Engine
CUST003950,Kimberly,Conley,kimberly.conley932@outlook.com,001-600-311-2493,M,1989-02-17,2022-06-30,California,North Gregoryburgh,Bronze,In-Store,,
CUST003680,Denise,Ferguson,,,M,1956-03-19,2022-12-05,NJ,Carolineton,GOLD,Online,,
CUST005561,Jennifer,Hill,jennifer.hill947@hotmail.com,001-324-413-0389x773,M,1970-04-28,2025-03-24,GA,Lake Christopher,Platinum,Online,N,TV Ad
CUST005664,Jonathon,Smith,jonathon.smith496@yahoo.com,268.340.9380x1266,M,1969-02-14,2024-07-22,PA,Lisachester,SILVER,Online,N,Email Campaign
CUST002028,Gregory,Montoya,gregory.montoya704@gmail.com,275-295-1490x96710,Other,1987-06-03,2024-02-22,Washington,Whiteland,BRONZE,Online,no,Walk-in
CUST001233,Renee,Evans,renee.evans129@yahoo.com,(995)284-1749x161,M,1996-04-21,2025-08-07,md,Paulville,GOLD,Mobile App,,
CUST004112,Melissa,Saunders,melissa.saunders881@outlook.com,(735)758-9729,M,1986-12-22,2023-04-27,GA,Lisastad,silver,Mobile App,0,Friend Referral
CUST000397,Jesse,Foster,jesse.foster215@yahoo.com,(209)548-1813,F,1978-07-18,04/01/2026,CA,Fitzgeraldland,Silver,Online,no,Search Engine
CUST001913,Douglas,Elliott,douglas.elliott538@yahoo.com,413-897-6352x94614,F,1963-01-25,2025-11-05,VA,Port Heather,gold,Online,no,Social Media
CUST000774,Jeremy,Johnson,jeremy.johnson786@hotmail.com,5949412833,M,1974-07-06,2022-08-01,nj,Victorfurt,GOLD,Mobile App,N,
CUST003176,  Karen ,Rodriguez,karen.rodriguez888@gmail.com,887-541-4656,F,1950-03-14,2022-09-04,ga,South Elizabethhaven,gold,Mobile App,Y,Email Campaign
CUST000486,Brittany,Smith,brittany.smith717@yahoo.com,448-612-3083x4024,F,2005-09-05,2023-08-29,GA,Kevinbury,bronze,In-Store,yes,TV Ad
CUST002865,Gary,Harper,gary.harper707@gmail.com,001-888-235-9432,F,2005-05-22,2021-06-19,tn,Maryshire,GOLD,In-Store,,
CUST001163,Andrea,Adams,andrea.adams151@hotmail.com,7247365240,F,1972-04-08,2025-06-18,TENNESSEE,East Chelseamouth,silver,Mobile App,1,Friend Referral
CUST001400,Cindy,Henderson,cindy.henderson125@yahoo.com,+1-566-304-7473,Other,2004-09-12,01/23/2021,MD,West Carlosland,Gold,In-Store,,
CUST000197,Lisa,Miller,lisa.miller145@gmail.com,270-316-6088,F,1971-10-08,2024-01-04,NC,Port Vernonmouth,BRONZE,Online,,
CUST005824,Andrew,Lang,andrew.lang588@outlook.com,(417)541-2683x182,Other,1985-04-09,2020-11-22,CA,Mcneilborough,Silver,Online,1,TV Ad
CUST002237,Joshua,Gregory,joshua.gregory336@hotmail.com,001-357-824-0030x315,M,1958-07-10,2024-06-10,FLORIDA,Dawsonshire,Bronze,Online,no,
CUST002678,Lindsay,Medina,lindsay.medina78@outlook.com,881-590-5974,M,1969-08-10,2023-04-03,Texas,Lake Carolyn,bronze,Online,Y,Social Media
CUST001841,Peter,Phillips,,,M,,2024-02-07,OH,New Christopher,Bronze,In-Store,,
CUST005166,Janice,Schwartz,janice.schwartz832@hotmail.com,485.938.0533x43265,Other,1987-01-29,2025-10-12,Illinois,Edwardsbury,SILVER,In-Store,N,Friend Referral
CUST003597,Samuel,Smith,samuel.smith208@outlook.com,850.321.4210,M,1970-05-13,2021-01-24,North Carolina,Nicolechester,bronze,Online,yes,Social Media
CUST001278,Lucas,Wallace,lucas.wallace69@gmail.com,8254308437,M,1947-03-15,2021-12-20,Pennsylvania,West Brianaside,Bronze,In-Store,N,Search Engine
CUST000447,Kaitlyn,Conrad,kaitlyn.conrad198@outlook.com,716-486-4622,F,1968-07-13,2022-06-20,mi,Port Travis,Silver,In-Store,Y,Social Media
CUST002605,Olivia,Rice,olivia.rice865@hotmail.com,625.730.8158x0867,M,1944-12-30,2024-09-14,WI,Millschester,BRONZE,In-Store,0,Friend Referral
CUST002758,Alejandro,Smith,alejandro.smith975@yahoo.com,219-981-1796x3305,M,1959-09-11,01/15/2026,FL,New David,Silver,Online,Y,Influencer
CUST004362,  Mark ,Copeland,mark.copeland500@hotmail.com,636-712-9151x639,F,1996-05-23,2025-07-02,Massachusetts,West Cathytown,bronze,Mobile App,N,Walk-in
CUST004179,Anthony,Perez,anthony.perez595@outlook.com,001-396-252-1177x80028,F,2031-05-04,2024-12-29,mo,Huntstad,bronze,Mobile App,1,
CUST001114,Jacob,Black,jacob.black26@yahoo.com,5768327135,Other,1961-09-10,2020-12-09,NY,Pattersonberg,platinum,Online,0,Friend Referral
CUST000547,David,Santiago,david.santiago222@gmail.com,7412591497,F,1973-01-26,2025-02-11,Michigan,Combsland,Bronze,Online,,Walk-in
CUST004293,Bruce,Henderson,bruce.henderson473@yahoo.com,001-337-996-5084x33724,F,1996-04-17,2021-07-26,INDIANA,Ballview,PLATINUM,In-Store,N,Social Media
CUST000971,Melinda,Rice,melinda.rice200@yahoo.com,001-869-747-5769x45353,F,1969-01-26,2022-11-06,Washington,Mitchellmouth,gold,Online,,Social Media
CUST000831,John,Hill,john.hill530@gmail.com,(988)860-5053,M,1964-04-24,2021-02-13,CA,Sarahport,BRONZE,Mobile App,yes,Friend Referral
CUST002747,Wesley,Smith,wesley.smith398@outlook.com,803.549.1410x5269,M,2006-12-07,2025-11-08,NY,North Ricardoberg,Bronze,Mobile App,N,
CUST001307,Cameron,Kane,cameron.kane103@yahoo.com,853.745.8195,F,1991-01-13,2025-09-15,NJ,Taraside,GOLD,In-Store,Y,
CUST003329,Michelle,Thompson,michelle.thompson520@yahoo.com,(496)257-3853x7512,M,1959-10-03,2021-08-02,New York,Margaretshire,BRONZE,Online,1,Walk-in
CUST005636,Andrea,Smith,andrea.smith793@hotmail.com,(388)524-4167x298,Other,1966-06-01,2024-08-29,PENNSYLVANIA,Maddoxbury,GOLD,In-Store,0,Influencer
CUST005451,Drew,Scott,drew.scott335@gmail.com,(965)862-8408,F,1946-12-17,2026-03-31,MASSACHUSETTS,East Kelly,Bronze,Mobile App,yes,Search Engine
CUST002438,Philip,Robinson,,,M,,2021-12-10,VA,Hectorshire,BRONZE,In-Store,,
CUST002596,Wesley,Glenn,wesley.glenn339@hotmail.com,382-336-3725,Other,1956-07-22,2020-12-12,ARIZONA,North Grant,silver,Mobile App,yes,TV Ad
CUST005542,James,Powers,james.powers505@outlook.com,5155035394,M,1963-03-07,12/30/2025,Florida,Smithview,Bronze,Mobile App,N,Social Media
CUST000164,Gregory,Watkins,gregory.watkins396@gmail.com,001-229-337-8427,M,1997-02-09,2024-09-25,Indiana,Lake Jackieshire,Bronze,In-Store,0,Search Engine
CUST004363,Christopher,Martin,christopher.martin899@hotmail.com,+1-681-579-1159x872,F,1978-11-20,2024-09-23,MARYLAND,East Kathleenhaven,silver,In-Store,N,
CUST001339,Jeremy,Rodgers,jeremy.rodgers262@hotmail.com,+1-403-280-1625x85150,Other,2004-02-29,2025-08-03,PA,Josephstad,bronze,In-Store,N,
CUST005374,David,Jenkins,david.jenkins360@yahoo.com,001-671-923-2127x50924,M,1999-10-19,2023-12-27,Tennessee,Port Tinamouth,Bronze,Mobile App,,TV Ad
CUST002120,Charles,Cole,charles.cole683@gmail.com,647.838.1133x704,M,1978-09-19,2022-03-30,ARIZONA,New Aaron,bronze,Online,no,Search Engine
CUST000187,Richard,Sanford,richard.sanford565@yahoo.com,6584300335,Other,1967-07-05,11/22/2020,VA,Lake Nathan,Silver,Mobile App,,
CUST002998,Cassandra,Mcclure,cassandra.mcclure213@gmail.com,(771)407-3257,M,1990-05-25,2021-02-27,OH,Lake Davidbury,Silver,In-Store,Y,
CUST000156,Susan,Kaufman,susan.kaufman434@outlook.com,(457)519-1826x19906,Other,1950-08-23,2022-04-20,NY,East Phyllishaven,BRONZE,Mobile App,Y,Email Campaign
CUST002831,Eileen,Miller,eileen.miller94@outlook.com,7209736174,Other,2008-11-13,2023-04-21,WA,North Adamport,bronze,In-Store,,Walk-in
CUST001632,David,Turner,david.turner376@outlook.com,509.775.4247,F,1968-10-07,2022-02-26,Virginia,North Yvonnehaven,Silver,Online,N,Email Campaign
CUST002412,Jessica,Quinn,jessica.quinn11@gmail.com,(269)642-1187x490,F,1948-04-25,2022-05-21,Pennsylvania,Alexandratown,Silver,Online,Y,Friend Referral
CUST004387,Jeffrey,Campbell,jeffrey.campbell495@yahoo.com,594-870-1172,M,1996-10-20,2024-10-17,VIRGINIA,East Christopher,gold,Mobile App,0,Walk-in
CUST003892,Nicholas,Gibbs,nicholas.gibbs123@gmail.com,829.272.1369x086,M,1991-11-18,2024-02-17,NJ,Wongburgh,Gold,Mobile App,0,Influencer
CUST000250,  Joel ,Hamilton,joel.hamilton671@outlook.com,9973925132,Other,1941-09-24,2025-04-18,GA,South Kristinatown,BRONZE,Online,no,
CUST005476,Alexander,Cohen,alexander.cohen55@yahoo.com,,F,2004-01-17,2024-01-14,Missouri,Port Deborah,Bronze,Mobile App,,
CUST004594,Matthew,Hunt,matthew.hunt412@hotmail.com,990-428-9104x110,M,2003-10-18,2021-05-06,FL,Amberhaven,BRONZE,Online,,
CUST003376,Michael,Hunt,michael.hunt88@outlook.com,538-205-4794x898,F,2007-03-12,05/01/2024,NY,North Brandon,silver,In-Store,no,Social Media
CUST001515,Kristin,Martin,kristin.martin712@outlook.com,648.667.9486x989,M,1956-06-26,11/21/2020,Washington,Andrewview,SILVER,Mobile App,0,Walk-in
CUST001683,Timothy,Phillips,timothy.phillips989@gmail.com,8616445299,F,2003-07-27,2021-02-24,AZ,Jeffreyville,SILVER,Mobile App,no,Email Campaign
CUST004978,Ashley,Day,ashley.day573@gmail.com,(223)949-3241x568,M,1940-11-15,2023-04-11,Missouri,Drewmouth,BRONZE,In-Store,,Search Engine
CUST000058,Mark,Hernandez,mark.hernandez7@outlook.com,(210)420-5395,F,2003-09-17,2020-09-09,Maryland,East Amber,BRONZE,Mobile App,yes,Email Campaign
CUST000011,Donna,Gomez,donna.gomez409@outlook.com,4658133387,Other,1969-06-14,2025-09-13,az,Lake Deniseville,Bronze,Online,,
CUST000040,Margaret,Jones,margaret.jones755@outlook.com,001-746-648-8771x906,M,1952-04-16,2022-06-18,Arizona,Scottmouth,GOLD,Online,N,Influencer
CUST002024,Elizabeth,Moody,elizabeth.moody343@gmail.com,+1-992-685-3202x54616,M,1962-06-14,2025-01-20,Missouri,South Barbarabury,BRONZE,Mobile App,,
CUST003909,Scott,Peterson,scott.peterson872@hotmail.com,001-531-793-6671x1625,M,1998-12-24,2024-07-14,Arizona,Deanport,SILVER,Mobile App,yes,Influencer
CUST004731,Robert,Clark,robert.clark951@yahoo.com,(510)355-8911,M,1989-08-18,2022-03-09,MA,Lake Stephanie,silver,Online,,Email Campaign
CUST000169,Tanya,Wilkerson,tanya.wilkerson192@gmail.com,001-632-371-0405,F,1975-03-11,2022-11-17,GA,Garciafort,SILVER,Mobile App,N,Social Media
CUST002163,Brian,Oconnell,brian.oconnell708@hotmail.com,(670)682-6786x504,F,1942-02-24,2021-02-10,TN,Lambertmouth,BRONZE,In-Store,yes,Search Engine
CUST003574,Nancy,Trujillo,,,Other,,2021-07-08,Virginia,,SILVER,Online,,
CUST004433,Sarah,Jones,sarah.jones398@yahoo.com,+1-554-343-9618x9078,M,1958-11-24,2025-08-04,Missouri,Danielland,Silver,In-Store,Y,
CUST001781,Thomas,Johnson,thomas.johnson44@outlook.com,+1-298-976-6740x87721,Other,1994-10-08,2024-04-11,ARIZONA,Lake Victoria,SILVER,Mobile App,N,
CUST001169,Anthony,Prince,anthony.prince568@yahoo.com,+1-514-930-4913x410,M,1960-12-12,12/17/2020,North Carolina,Spearsberg,Bronze,In-Store,1,
CUST001859,Leslie,Contreras,leslie.contreras846@gmail.com,262-220-6591,M,1946-10-20,2022-05-07,IL,North Kristine,GOLD,Online,N,Email Campaign
CUST004447,Marvin,Medina,marvin.medina341@hotmail.com,2285231643,Other,1977-11-05,2021-06-10,MI,New Thomasport,silver,In-Store,,Social Media
CUST004345,Jonathan,Snyder,jonathan.snyder285@gmail.com,+1-785-487-9806x665,M,2005-07-24,2025-11-12,VA,Stevensonbury,platinum,In-Store,1,Email Campaign
CUST003178,Ronnie,Martin,ronnie.martin616@gmail.com,(500)797-4909x1261,F,1951-05-05,2023-10-16,Maryland,Stephenfurt,BRONZE,Mobile App,no,Email Campaign
CUST000909,Heather,Dunn,heather.dunn802@hotmail.com,759-545-0119x29207,F,1962-06-28,2023-08-16,mi,Haleyland,platinum,In-Store,Y,
CUST005912,Devin,Santiago,devin.santiago57@yahoo.com,(412)437-7874x6187,M,1982-03-17,2024-06-06,Maryland,North Scott,bronze,Online,no,Search Engine
CUST003162,Melanie,Alvarado,melanie.alvarado931@outlook.com,646-393-1681x516,M,1948-12-17,2023-02-28,TX,New Abigailfort,bronze,Online,N,Email Campaign
CUST004814,Pamela,Oneal,pamela.oneal12@outlook.com,631.652.1664,M,1964-03-06,2021-02-13,NORTH CAROLINA,Mariahview,SILVER,In-Store,no,TV Ad
CUST005767,Joshua,Johnson,joshua.johnson388@gmail.com,+1-613-492-3418x6867,M,1987-02-17,2022-09-02,mi,Garciamouth,GOLD,Online,N,Email Campaign
CUST002307,Caroline,Watts,caroline.watts115@hotmail.com,855-879-9900x725,F,1961-04-11,2026-03-02,MD,Lake Frankborough,Bronze,Mobile App,N,Search Engine
CUST000873,Kristina,Foley,kristina.foley566@yahoo.com,977.332.6430x9544,Other,1978-06-27,2022-07-15,IN,Josephville,silver,In-Store,Y,Search Engine
CUST005391,Gregory,Coleman,gregory.coleman107@gmail.com,2975688481,Other,1975-07-18,2024-11-01,Indiana,West Jonathanberg,Gold,In-Store,0,Friend Referral
CUST005210,Kristopher,Hoffman,kristopher.hoffman785@yahoo.com,(514)248-9065x9379,F,1992-08-22,10/07/2023,New Jersey,South Jeffreyfurt,silver,Online,Y,
CUST005932,Brian,Hudson,brian.hudson530@gmail.com,345.238.1159x57672,M,2001-02-09,2026-03-02,Georgia,Jamesfurt,Platinum,Mobile App,yes,Influencer
CUST004706,Melinda,Williams,melinda.williams832@hotmail.com,001-817-231-1601x2403,Other,1949-12-31,2024-08-13,MI,South Michaelhaven,SILVER,Mobile App,Y,Friend Referral
CUST001448,Timothy,Pena,timothy.pena684@outlook.com,820.548.8868x0418,F,1988-11-27,2021-01-20,GA,Lopezville,Bronze,Online,N,
CUST000891,Sean,Warner,sean.warner898@gmail.com,333-596-2746x66215,F,1982-05-29,2023-07-24,Pennsylvania,North Anna,Silver,Mobile App,N,Email Campaign
CUST002992,Nicholas,Webster,nicholas.webster424@yahoo.com,873.747.7630,M,2010-04-20,01/10/2026,Arizona,Danielleborough,BRONZE,In-Store,no,TV Ad
CUST000051,Yvonne,Castaneda,yvonne.castaneda626@gmail.com,5647090974,F,1948-02-21,2022-11-22,GEORGIA,Baileyport,silver,Mobile App,N,Walk-in
CUST001529,Donna,Madden,donna.madden782@hotmail.com,712.469.3794x999,M,1950-06-21,2025-11-28,VA,Lake Linda,bronze,In-Store,N,Email Campaign
CUST004160,Gabriel,Flores,gabriel.flores5@hotmail.com,(375)749-4158x744,F,1960-02-01,2024-05-19,ga,South Sarah,Gold,Mobile App,N,Social Media
CUST002525,Christine,Crosby,christine.crosby572@outlook.com,001-676-702-2364,F,1981-04-22,2026-02-25,wi,Boltonchester,SILVER,In-Store,0,Search Engine
CUST004260,Jenna,Dunn,jenna.dunn343@gmail.com,(982)545-5031x630,Other,2009-01-11,2025-01-07,TN,Lake Brian,Gold,Online,,Friend Referral
CUST004827,Rodney,Wolfe,rodney.wolfe727@outlook.com,578-436-4374x8262,F,2007-11-26,2026-06-24,California,North Danielmouth,GOLD,Mobile App,,
CUST003942,Sheena,Hughes,sheena.hughes864@gmail.com,+1-328-906-3968x248,F,1987-11-26,2024-07-19,Maryland,Johnmouth,BRONZE,Mobile App,0,Friend Referral
CUST005979,Lisa,Nguyen,lisa.nguyen167@hotmail.com,845-716-7262,M,1989-10-15,2021-09-18,OH,North Amandaville,Gold,Online,Y,
CUST005137,Jay,Castro,jay.castro980@gmail.com,565.553.2327,M,1962-10-03,2026-01-25,NC,Lake Stevenport,bronze,Mobile App,N,Social Media
CUST003904,Kristie,Pena,,,F,,2022-08-20,nc,Robertmouth,Silver,Online,,
CUST003895,Holly,Parks,holly.parks595@outlook.com,+1-741-253-5431x870,F,1958-02-14,10/05/2024,nc,Port Edgarfurt,Platinum,Online,N,Friend Referral
CUST002806,Karen,Harris,karen.harris210@hotmail.com,543.426.7484x64310,Other,1951-10-07,2024-11-23,MO,South Johnmouth,SILVER,Mobile App,N,Search Engine
CUST000522,Cynthia,Hayes,cynthia.hayes777@yahoo.com,+1-601-355-7998x028,F,1951-12-14,2022-05-31,CA,Lake Ashley,BRONZE,In-Store,,Social Media
CUST000941,  Chad ,Jordan,chad.jordan62@yahoo.com,594.885.4329x87698,M,1962-08-25,2020-10-04,GA,Scottland,BRONZE,Mobile App,N,Friend Referral
CUST003244,Darrell,Snyder,darrell.snyder288@gmail.com,(303)455-9967x313,F,1974-02-24,2021-09-05,Georgia,Jasonview,Bronze,Online,,Search Engine
CUST002491,Jason,Smith,jason.smith432@yahoo.com,327.363.3968x007,F,1972-01-09,2023-03-15,PENNSYLVANIA,Christinefurt,SILVER,Online,1,Influencer
CUST003936,Amanda,Sullivan,amanda.sullivan991@yahoo.com,(870)634-7008x26374,M,2007-04-27,2021-03-27,Texas,Andrewmouth,SILVER,In-Store,0,Social Media
CUST000643,Luke,Moreno,luke.moreno872@outlook.com,523-662-2925x87964,F,1947-11-18,2022-06-02,IL,New Emily,bronze,Mobile App,,
CUST004988,Jared,Perez,jared.perez919@outlook.com,+1-723-985-7312,M,1971-01-08,2025-01-30,IN,Baileychester,Gold,Online,,Social Media
CUST001642,Victoria,Anderson,victoria.anderson621@hotmail.com,572.337.2259,M,1977-12-20,2022-09-27,Indiana,Moorehaven,gold,In-Store,yes,Friend Referral
CUST000204,Tonya,Vega,tonya.vega731@outlook.com,5576198386,F,1950-12-04,01/12/2021,Texas,Jamesside,gold,In-Store,no,Friend Referral
CUST004565,Dennis,Hall,dennis.hall877@hotmail.com,+1-931-908-3708x9053,F,1959-03-17,2026-02-08,Michigan,North Donna,Gold,Online,Y,TV Ad
CUST002367,Chelsea,Wise,chelsea.wise845@gmail.com,257.728.3463x89161,M,1992-12-05,2026-02-22,Pennsylvania,Michaelhaven,Bronze,In-Store,yes,Walk-in
CUST004903,Edward,Curtis,edward.curtis483@yahoo.com,+1-466-842-6519x7621,Other,1967-03-07,2022-11-30,MA,Johnburgh,SILVER,In-Store,N,Search Engine
CUST005809,Emily,Contreras,emily.contreras62@outlook.com,+1-429-619-6161x8576,M,1966-12-10,2022-01-14,NJ,Lake Johnton,Gold,Online,N,TV Ad
CUST000082,Amy,Li,amy.li636@gmail.com,+1-822-917-0430x3054,Other,1952-12-06,2025-03-17,Arizona,Pollardfort,silver,In-Store,,
CUST004270,Rachel,Sutton,rachel.sutton471@outlook.com,(755)291-5178x2733,M,1954-09-09,2021-08-29,TN,North Keithland,bronze,Online,,Search Engine
CUST004995,Sean,Harris,sean.harris847@yahoo.com,(640)423-0554x1212,M,2000-06-03,2021-11-30,NY,Nelsonview,gold,In-Store,0,Social Media
CUST005408,Kaitlyn,Griffin,kaitlyn.griffin224@hotmail.com,364-527-1657,M,1954-07-30,2025-09-11,OH,Lake Jeffreyport,Gold,Mobile App,0,Friend Referral
CUST002105,Jacob,Schaefer,jacob.schaefer47@yahoo.com,3605541137,F,1947-07-29,2023-03-12,MISSOURI,Beverlymouth,BRONZE,Online,N,Friend Referral
CUST006079,Jacqueline,Ward,JACQUELINE.WARD878@HOTMAIL.COM,484.316.2906,M,2008-03-10,2024-03-19,Massachusetts,Gloriabury,Bronze,In-Store,0,
